1718,67,33,2502,2,107,33,269,277,287,2,4
2239,63,33,2117,2,104,33,269,277,292,2,4
2239,63,33,2308,2,105,33,269,277,294,2,4
3464,68,33,3388,2,108,33,269,277,295,2,4
4154,69,33,2260,2,114,33,270,278,296,2,4
1059,58,33,1295,2,110,33,270,278,288,2,4
3212,70,33,922,3,109,88,270,278,295,1,5
102,72,33,3481,2,111,33,270,278,298,2,4
102,72,33,2883,2,113,33,270,278,289,2,4
3212,70,33,2159,3,112,33,270,278,294,2,3
2239,63,33,4047,2,119,33,271,279,296,2,4
4154,69,33,2194,2,117,33,271,279,298,2,4
2239,63,33,2633,2,120,33,271,279,296,1,4
3464,68,33,4274,2,118,33,271,279,299,2,4
3490,73,33,2855,3,116,33,271,279,303,2,3
4298,64,33,3708,2,115,33,271,279,294,2,4
305,74,33,2871,3,123,33,272,280,297,2,3
3490,73,33,241,2,122,33,272,280,294,2,4
4298,64,33,4243,2,121,33,272,280,304,2,4
1718,67,33,4114,3,126,33,272,280,297,1,3
3212,70,33,2979,2,125,33,272,280,296,2,4
305,74,33,3850,2,124,33,272,280,291,2,4
3852,66,33,719,2,127,33,273,281,292,2,4
102,72,33,3747,2,129,33,273,281,294,2,4
102,72,33,3484,2,128,33,273,281,305,2,4
1690,71,33,804,3,130,88,274,282,297,1,5
2794,76,33,72,3,131,33,274,282,303,1,3
3212,70,33,2682,2,133,33,274,282,301,2,4
3212,70,33,3644,2,134,33,274,282,303,2,4
2722,91,33,1789,2,135,33,274,282,301,2,4
1171,89,33,361,2,132,33,274,282,296,2,4
2794,76,33,1595,2,138,33,275,283,297,2,4
915,98,33,857,2,141,33,275,283,307,2,4
3464,68,33,2734,3,140,33,275,283,293,1,3
1605,79,33,738,3,139,33,275,283,298,2,3
1094,94,33,1026,2,137,33,275,283,302,1,4
1171,89,33,2517,2,144,33,275,283,304,2,4
305,74,33,803,2,143,33,275,283,293,2,4
3210,60,33,1201,2,142,33,275,283,305,2,4
3212,70,33,1585,3,136,33,275,283,296,2,3
2794,76,33,2764,2,146,33,276,284,304,1,4
441,101,33,3418,2,147,33,276,284,307,2,4
2794,76,33,409,3,145,88,276,284,308,1,5
441,101,33,712,3,149,33,276,284,308,2,3
3210,60,33,280,2,148,33,276,284,295,2,4
3464,68,33,2997,3,152,33,277,285,305,1,5
3212,70,33,2753,2,150,33,277,285,300,2,4
2084,102,33,3972,2,155,33,277,285,306,2,4
1605,79,33,660,2,157,33,277,285,298,2,4
4154,69,33,1099,3,159,33,277,285,303,2,3
102,72,33,1525,2,151,33,277,285,309,2,4
1718,67,33,3322,2,160,33,277,285,300,2,4
1605,79,33,3728,2,158,33,277,285,305,2,4
1094,94,33,3224,2,156,33,277,285,302,2,4
441,101,33,617,3,153,33,277,285,307,2,3
2084,102,33,1366,2,154,33,277,285,307,2,4
1690,71,33,1398,3,161,88,278,286,307,2,3
102,72,33,319,2,169,33,278,286,305,2,4
2260,114,33,3125,2,168,33,278,286,296,2,4
2361,87,33,3158,2,166,33,278,286,301,2,4
2794,76,33,1049,2,163,33,278,286,299,2,4
1094,94,33,1888,2,162,33,278,286,304,2,4
102,72,33,3726,2,170,33,278,286,300,2,4
2260,114,33,1911,2,167,33,278,286,300,2,4
2159,112,33,3007,2,164,33,278,286,309,2,4
2308,105,33,1818,2,165,33,278,286,297,2,4
2084,102,33,2185,2,182,33,279,287,304,2,4
2794,76,33,1238,2,184,33,279,287,302,2,4
2260,114,33,359,2,178,33,279,287,303,1,4
2084,102,33,1863,2,174,33,279,287,308,2,4
305,74,33,3832,3,171,88,279,287,297,1,5
1008,95,33,1921,2,173,33,279,287,306,2,4
121,83,88,3286,3,177,37,279,287,304,2,3
2361,87,33,1498,2,183,33,279,287,307,2,4
441,101,33,2677,3,180,33,279,287,306,1,3
3481,111,33,706,2,181,33,279,287,301,2,4
915,98,33,52,3,179,33,279,287,299,2,3
1605,79,33,3244,3,176,33,279,287,306,1,3
2361,87,33,1752,2,172,33,279,287,302,2,4
1094,94,33,876,2,175,33,279,287,310,2,4
3708,115,33,332,2,188,33,280,288,304,2,4
2308,105,33,1579,3,192,33,280,288,309,1,3
3490,73,33,3870,2,198,33,280,288,300,2,4
2194,117,33,3335,2,196,33,280,288,298,2,4
2020,92,33,2884,2,187,33,280,288,300,2,4
441,101,33,128,3,186,88,280,288,307,1,5
4154,69,33,1441,2,190,33,280,288,301,2,4
113,103,88,1013,3,185,88,280,288,304,1,5
2871,123,33,3327,2,194,33,280,288,309,2,4
2871,123,33,4307,2,195,33,280,288,309,2,4
2883,113,33,1351,2,189,33,280,288,310,2,4
2148,61,33,745,3,197,88,280,288,312,1,5
2855,116,33,3592,2,191,33,280,288,311,2,4
4243,121,33,504,3,193,33,280,288,304,1,3
441,101,33,2035,2,201,33,281,289,303,2,4
1599,65,33,1797,3,199,88,281,289,301,1,5
3481,111,33,2882,2,200,33,281,289,307,2,4
441,101,33,2030,2,204,33,282,290,302,2,4
305,74,33,3159,2,205,33,282,290,303,2,4
2682,133,33,1581,2,202,33,282,290,314,2,4
1094,94,33,3973,2,206,33,282,290,311,2,4
1789,135,33,581,2,209,33,282,290,302,2,4
2682,133,33,3531,3,203,33,282,290,304,1,3
3708,115,33,3102,2,207,33,282,290,314,2,4
2260,114,33,4344,2,208,33,282,290,313,2,4
719,127,33,4250,2,218,33,283,291,302,2,4
922,109,88,1659,3,210,88,283,291,307,1,5
2734,140,33,3356,2,221,33,283,291,308,2,4
3490,73,33,4236,2,211,33,283,291,314,2,4
2117,104,33,2373,2,224,33,283,291,310,2,4
1595,138,33,582,2,222,33,283,291,310,2,4
1094,94,33,4177,2,215,33,283,291,315,2,4
2682,133,33,2506,2,223,33,283,291,302,2,4
3388,108,33,3253,2,217,33,283,291,306,2,4
2084,102,33,3906,2,216,33,283,291,309,2,4
2682,133,33,172,2,214,33,283,291,313,2,4
4154,69,33,2902,3,220,33,283,291,301,1,3
1789,135,33,2375,2,219,33,283,291,306,2,4
857,141,33,2354,2,212,33,283,291,304,2,4
1295,110,33,1126,2,213,33,283,291,315,2,4
451,81,33,2302,3,225,88,284,292,304,1,3
2871,123,33,4101,2,228,33,284,292,315,2,4
1201,142,33,1767,2,230,33,284,292,303,2,4
2502,107,33,2900,2,227,33,284,292,312,2,4
738,139,33,2936,3,226,33,284,292,309,1,3
121,83,88,1996,2,236,37,284,292,313,2,4
4154,69,33,195,2,231,33,284,292,311,2,4
2855,116,33,2803,2,234,33,284,292,302,1,4
4243,121,33,2580,3,229,33,284,292,307,1,3
4047,119,33,861,2,235,33,284,292,315,2,4
72,131,33,1307,2,233,135,284,292,305,2,1
4154,69,33,644,2,232,33,284,292,303,2,4
121,83,88,2606,2,239,37,285,293,313,2,4
2148,61,33,1019,2,237,88,285,293,308,2,6
1525,151,33,2919,2,242,33,285,293,314,1,4
3418,147,33,2240,2,238,33,285,293,308,2,4
738,139,33,2383,2,241,33,285,293,308,2,4
3708,115,33,388,2,240,33,285,293,315,2,4
4114,126,33,1103,3,253,88,286,294,309,1,5
712,149,33,1458,2,251,33,286,294,312,2,4
3644,134,33,4315,2,250,33,286,294,306,2,4
1888,162,33,203,2,246,33,286,294,312,1,4
3125,168,33,2183,2,252,33,286,294,307,2,6
459,100,33,4001,3,243,88,286,294,315,2,5
2084,102,33,1799,2,245,33,286,294,309,2,4
4154,69,33,1354,2,248,33,286,294,304,2,4
660,157,33,1816,2,249,33,286,294,318,2,4
3224,156,33,4168,3,244,88,286,294,312,2,5
1008,95,33,175,2,247,33,286,294,314,2,4
660,157,33,4261,2,264,33,287,295,309,2,4
2753,150,33,160,2,268,33,287,295,310,2,4
3708,115,33,372,2,256,33,287,295,318,2,4
3481,111,33,669,2,259,33,287,295,312,2,4
2260,114,33,3612,2,267,33,287,295,308,2,4
915,98,33,2870,2,269,33,287,295,318,2,4
1049,163,33,1832,3,254,88,287,295,305,1,5
1585,136,33,2106,2,263,33,287,295,316,2,4
617,153,33,513,2,258,33,287,295,310,2,4
3081,99,33,941,2,266,33,287,295,318,2,4
1525,151,33,2874,2,257,33,287,295,318,2,4
3081,99,33,553,2,261,33,287,295,318,2,4
3747,129,33,1703,2,260,33,287,295,316,2,4
3212,70,33,344,2,255,33,287,295,308,2,4
3081,99,33,2317,2,262,33,287,295,314,2,4
1366,154,33,4160,2,265,33,287,295,315,2,4
738,139,33,3998,3,270,88,288,296,306,1,5
1238,184,33,2881,2,272,33,288,296,312,2,4
2871,123,33,2963,2,279,33,288,296,314,2,4
3007,164,33,661,2,276,33,288,296,318,2,4
857,141,33,92,2,277,33,288,296,315,2,4
3592,191,33,3044,2,271,33,288,296,309,2,4
441,101,33,3635,2,273,33,288,296,313,2,4
3726,170,33,3553,2,275,33,288,296,320,2,4
1752,172,33,407,2,274,33,288,296,312,2,4
738,139,33,3590,2,278,33,288,296,315,2,4
2979,125,33,681,2,288,33,289,297,320,2,4
52,179,33,1135,2,290,33,289,297,314,2,4
3322,160,33,3701,3,281,88,289,297,310,1,3
1752,172,33,4015,2,283,33,289,297,312,2,4
1921,173,33,1919,2,285,33,289,297,311,2,4
280,148,33,2670,2,282,33,289,297,311,2,4
121,83,88,4207,3,280,88,289,297,317,1,5
2084,102,33,1167,2,287,33,289,297,309,2,4
128,186,88,2584,3,289,88,289,297,307,2,5
3644,134,33,2321,2,284,33,289,297,313,2,4
2753,150,33,3557,2,286,33,289,297,311,2,4
102,72,33,1743,2,294,33,290,298,320,2,4
332,188,33,29,2,298,33,290,298,321,2,4
3972,155,33,2988,2,297,33,290,298,317,2,4
3726,170,33,2669,2,291,33,290,298,312,2,4
4344,208,33,4338,2,296,33,290,298,322,2,4
1605,79,33,3727,2,292,33,290,298,310,2,4
3644,134,33,3634,2,295,33,290,298,312,2,4
1238,184,33,4242,2,293,33,290,298,315,1,4
2871,123,33,360,2,310,33,291,299,315,2,4
712,149,33,67,2,300,33,291,299,315,2,4
241,122,33,2181,2,302,33,291,299,317,2,4
1789,135,33,949,2,306,33,291,299,322,2,4
3481,111,33,1119,2,305,33,291,299,313,2,4
4243,121,33,657,2,304,33,291,299,315,2,4
3531,203,33,231,3,309,88,291,299,321,2,5
1797,199,88,293,3,307,88,291,299,316,1,5
1013,185,88,554,3,308,88,291,299,315,1,5
3159,205,33,522,2,303,33,291,299,313,2,4
3972,155,33,4276,2,301,33,291,299,314,2,4
2030,204,33,772,2,299,33,291,299,321,2,4
1238,184,33,1456,2,319,33,292,300,312,2,4
195,231,33,3833,2,323,33,292,300,315,2,4
2682,133,33,962,2,321,33,292,300,322,2,4
2373,224,33,829,2,324,33,292,300,324,2,4
3102,207,33,789,3,313,88,292,300,319,2,5
1049,163,33,1856,2,320,33,292,300,317,2,4
4101,228,33,2600,2,322,33,292,300,312,2,4
1351,189,33,3522,2,318,33,292,300,319,2,4
3327,194,33,556,3,315,88,292,300,311,1,5
3728,158,33,1724,2,316,33,292,300,324,2,4
1818,165,33,2537,2,317,33,292,300,317,2,4
286,88,33,1310,3,311,88,292,300,318,2,5
3102,207,33,1925,3,314,88,292,300,318,1,5
2677,180,33,2465,3,312,88,292,300,324,1,5
504,193,33,2368,2,332,135,293,301,323,2,1
1366,154,33,2522,2,333,33,293,301,320,2,4
581,209,33,544,2,330,33,293,301,322,2,4
2035,201,33,2001,2,328,33,293,301,318,2,4
1525,151,33,1779,2,331,33,293,301,323,2,4
3726,170,33,3935,2,326,33,293,301,325,2,4
3286,177,37,1984,3,329,37,293,301,325,1,3
3418,147,33,3897,2,327,33,293,301,325,2,4
359,178,33,2174,3,325,88,293,301,323,1,5
3159,205,33,2414,2,345,33,294,302,318,2,4
922,109,88,1174,3,346,88,294,302,316,1,5
1075,97,88,301,2,334,88,294,302,316,2,4
712,149,33,2876,1,337,88,294,302,317,2,7
195,231,33,484,2,341,33,294,302,314,2,4
3973,206,33,190,2,339,33,294,302,321,2,4
361,132,33,282,3,336,88,294,302,321,1,5
2803,234,33,3983,3,335,88,294,302,323,1,5
3286,177,37,4023,2,342,37,294,302,318,2,4
712,149,33,3724,3,338,88,294,302,326,1,5
581,209,33,1815,2,340,33,294,302,320,2,4
241,122,33,1095,2,344,33,294,302,312,2,4
2517,144,33,3428,2,347,33,294,302,319,2,4
3972,155,33,507,2,343,33,294,302,313,2,4
3159,205,33,2475,2,359,33,295,303,327,2,4
2159,112,33,1655,3,350,88,295,303,322,2,3
3870,198,33,2923,2,351,33,295,303,318,2,4
3102,207,33,3182,3,352,33,295,303,318,2,5
52,179,33,4058,2,355,33,295,303,321,2,4
553,261,33,925,2,353,33,295,303,315,2,4
2919,242,33,3650,3,358,88,295,303,327,1,5
2375,219,33,3546,2,356,33,295,303,319,2,4
372,256,33,2396,2,354,33,295,303,319,2,4
1019,237,88,1560,3,360,88,295,303,318,1,5
1075,97,88,470,3,348,88,295,303,314,1,3
3057,106,33,2279,2,357,88,295,303,323,2,6
280,148,33,2650,3,349,88,295,303,318,1,5
2633,120,33,3958,3,372,88,296,304,318,1,5
712,149,33,3988,2,365,33,296,304,319,2,4
1354,248,33,2790,3,362,88,296,304,319,1,5
4294,75,88,1217,1,371,45,296,304,316,2,7
4236,211,33,2581,2,374,33,296,304,328,2,4
3906,216,33,3455,2,363,33,296,304,326,2,4
2317,262,33,415,2,369,33,296,304,328,2,4
3726,170,33,1077,2,367,33,296,304,321,2,4
2803,234,33,439,3,373,88,296,304,319,1,5
4160,265,33,2821,2,370,33,296,304,315,2,4
3832,171,88,606,2,361,88,296,304,324,1,6
2240,238,33,1285,2,368,33,296,304,325,2,4
712,149,33,875,2,364,33,296,304,323,2,4
3728,158,33,2613,2,366,33,296,304,324,1,4
1832,254,88,194,3,380,88,297,305,324,1,5
3158,166,33,3970,2,379,33,297,305,326,1,4
3007,164,33,3520,2,377,33,297,305,316,2,4
2874,257,33,1943,3,375,88,297,305,317,1,5
2881,272,33,2102,2,378,33,297,305,317,2,4
3356,221,33,3529,3,376,88,297,305,323,1,5
160,268,33,4007,3,382,88,298,306,329,1,3
1919,285,33,1061,2,385,33,298,306,326,2,4
319,169,33,395,2,384,33,298,306,316,2,4
617,153,33,2404,3,381,88,298,306,324,1,5
1743,294,33,83,2,386,33,298,306,326,2,4
712,149,33,3326,2,383,33,298,306,316,2,4
1799,245,33,907,2,389,33,299,307,321,2,4
172,214,33,3782,2,388,33,299,307,317,2,4
3484,128,33,614,2,390,33,299,307,319,1,4
582,222,33,1798,2,391,33,299,307,326,2,4
661,276,33,4305,2,392,33,299,307,322,2,4
4274,118,33,523,2,387,33,299,307,317,2,4
2321,284,33,588,3,396,88,300,308,332,1,5
4160,265,33,4230,3,395,88,300,308,322,1,5
2185,182,33,3083,2,394,88,300,308,319,2,4
4243,121,33,267,3,397,88,300,308,329,1,5
344,255,33,3077,2,398,88,300,308,324,2,6
360,310,33,1753,3,393,88,300,308,320,1,5
3553,275,33,2907,2,399,33,300,308,321,2,4
2963,279,33,1725,2,403,33,301,309,322,2,4
1013,185,88,3554,3,404,88,301,309,332,1,5
1724,316,33,1474,2,405,33,301,309,321,2,4
1659,210,88,104,2,400,88,301,309,324,2,4
4307,195,33,1511,3,401,88,301,309,327,2,3
319,169,33,1740,2,402,33,301,309,323,2,4
1498,183,33,3367,2,411,33,302,310,333,2,4
160,268,33,3357,2,410,33,302,310,332,2,4
1724,316,33,469,2,409,33,302,310,333,2,4
3418,147,33,4202,3,408,88,302,310,324,1,5
1984,329,37,2061,2,406,88,302,310,322,2,4
3833,323,33,1828,2,407,88,302,310,322,2,4
359,178,33,1596,2,413,88,303,311,324,2,4
3356,221,33,46,2,417,33,303,311,324,2,4
2606,239,37,1390,2,418,37,303,311,324,2,4
2882,200,33,1325,2,414,88,303,311,330,2,4
2465,312,88,1737,3,419,88,303,311,335,2,5
745,197,88,880,3,412,88,303,311,321,1,5
67,300,33,525,3,415,88,303,311,325,2,5
1099,159,33,3604,3,416,88,303,311,330,1,3
2465,312,88,353,3,423,88,304,312,322,1,5
172,214,33,422,3,425,88,304,312,336,1,5
949,306,33,1000,2,421,88,304,312,327,2,4
1579,192,33,3221,2,424,135,304,312,334,2,1
3590,278,33,4026,2,422,33,304,312,333,2,4
1354,248,33,3878,3,420,88,304,312,333,1,5
344,255,33,1918,2,432,33,305,313,331,2,6
3958,372,88,2044,3,427,88,305,313,336,1,5
3906,216,33,3342,3,431,88,305,313,330,1,3
1655,350,88,3255,3,430,88,305,313,328,1,5
554,308,88,1683,3,429,88,305,313,329,1,5
1398,161,88,2888,3,433,37,305,313,328,1,3
1655,350,88,4024,3,434,88,305,313,325,2,5
3998,270,88,779,3,426,88,305,313,331,2,5
606,361,88,577,2,428,88,305,313,335,2,4
2790,362,88,713,3,437,88,306,314,334,1,5
2876,337,88,3009,1,436,45,306,314,336,2,7
301,334,88,4260,2,435,37,306,314,326,2,4
3724,338,88,300,3,438,88,306,314,331,1,5
67,300,33,1914,3,445,88,307,315,333,1,5
4315,250,33,3472,3,439,88,307,315,333,1,5
2106,263,33,368,3,441,88,307,315,335,1,5
857,141,33,2410,2,446,33,307,315,326,1,4
2870,269,33,697,2,440,88,307,315,332,2,4
407,274,33,4118,3,444,88,307,315,327,2,5
3326,383,33,2624,3,443,88,307,315,331,1,5
301,334,88,1112,2,447,37,307,315,336,2,4
4261,264,33,4185,3,442,88,307,315,325,1,5
128,186,88,2779,3,448,88,307,315,338,1,5
523,387,33,3482,2,451,33,308,316,326,2,4
2106,263,33,3085,1,449,88,308,316,340,2,7
175,247,33,2982,2,450,88,308,316,335,2,4
1135,290,33,3126,2,453,88,309,317,333,2,6
2919,242,33,2263,3,452,88,309,317,327,2,5
4242,293,33,973,3,455,88,309,317,332,2,5
4305,392,33,775,2,454,33,309,317,328,2,4
3083,394,88,3450,2,456,37,310,318,328,2,4
606,361,88,24,3,459,88,311,319,333,1,5
4023,342,37,1652,3,460,37,311,319,336,1,5
3958,372,88,2968,3,457,88,311,319,340,1,5
4101,228,33,3440,3,458,88,311,319,337,1,5
2919,242,33,921,1,461,88,311,319,339,2,7
3083,394,88,1372,2,465,37,312,320,335,2,4
3455,363,33,1574,3,468,9.9,312,320,341,1,5
415,369,33,285,3,463,88,312,320,344,1,5
1816,249,33,354,3,464,88,312,320,340,2,5
745,197,88,4180,2,462,88,312,320,340,2,4
194,380,88,2109,2,467,135,312,320,336,2,1
1474,405,33,583,3,469,9.9,312,320,340,2,3
3724,338,88,757,3,466,88,312,320,335,1,5
1000,421,88,2401,2,472,37,313,321,336,2,4
3326,383,33,1252,3,471,88,313,321,345,1,5
2174,325,88,4333,2,475,88,313,321,342,2,4
2613,366,33,3358,3,470,88,313,321,334,1,3
2414,345,33,4104,2,473,33,313,321,341,2,4
1000,421,88,1704,3,474,37,313,321,336,1,5
4177,215,33,2138,3,477,88,314,322,345,1,5
2919,242,33,4184,3,476,88,314,322,342,1,5
2404,381,88,3865,3,479,88,315,323,334,1,5
2963,279,33,2856,3,481,88,315,323,345,1,3
2404,381,88,235,2,478,88,315,323,338,2,6
588,396,88,2294,2,480,88,315,323,345,2,4
1511,401,88,2989,2,482,37,315,323,343,2,4
2044,427,88,1824,3,485,88,316,324,346,1,3
3935,326,33,693,3,484,33,316,324,341,1,3
4058,355,33,2440,2,483,88,316,324,340,2,4
713,437,88,2202,3,487,88,317,325,339,1,5
2988,297,33,1997,3,486,88,317,325,346,1,3
1310,311,88,2529,3,488,9.9,317,325,347,2,5
772,299,33,3736,3,489,88,318,326,342,1,3
2396,354,33,71,3,490,88,318,326,343,2,5
2522,333,33,1003,3,491,9.9,318,326,343,1,5
104,400,88,3304,2,495,37,319,327,337,2,4
1285,368,33,813,3,492,88,319,327,342,2,5
231,309,88,1635,3,494,88,319,327,346,1,5
353,423,88,2686,3,496,88,319,327,340,1,5
3897,327,33,1161,3,493,88,319,327,343,1,5
2044,427,88,2814,3,497,88,320,328,343,1,5
1652,460,37,1853,3,499,88,321,329,342,2,3
2401,472,37,3706,2,501,37,321,329,350,2,4
4202,408,88,3889,2,498,88,321,329,344,2,2
1683,429,88,2887,2,500,88,321,329,348,2,4
3440,458,88,3076,3,504,88,322,330,347,1,5
300,438,88,129,3,502,88,322,330,353,1,5
1474,405,33,4110,3,503,88,322,330,350,1,5
583,469,9.9,1539,2,506,37,323,331,350,2,4
3367,411,33,524,2,505,88,323,331,351,2,4
2401,472,37,2485,3,512,88,324,332,351,1,5
2982,450,88,516,3,508,88,324,332,354,1,5
3724,338,88,3401,3,511,88,324,332,347,2,5
2174,325,88,1089,3,507,88,324,332,343,2,5
1061,385,33,1362,3,509,88,324,332,355,1,5
3450,456,37,1125,2,510,37,324,332,343,2,4
2581,374,33,714,3,515,88,325,333,352,1,3
1824,485,88,1954,3,513,88,325,333,346,1,5
3455,363,33,3926,3,514,88,325,333,343,2,5
1737,419,88,3538,3,518,88,326,334,350,2,5
3440,458,88,3873,3,516,88,326,334,350,1,5
267,397,88,2105,2,517,88,326,334,349,2,4
2968,457,88,37,2,519,88,327,335,350,1,4
1325,414,88,429,3,520,88,327,335,356,1,5
577,428,88,25,3,521,88,328,336,350,1,5
1112,447,37,3981,3,522,37,329,337,347,1,3
2814,497,88,2110,3,523,88,329,337,354,2,5
1161,493,88,2719,3,524,88,329,337,359,2,5
1574,468,9.9,4299,3,525,88,330,338,350,1,5
354,464,88,1640,1,528,9.9,331,339,359,2,7
2968,457,88,1566,3,529,88,331,339,360,1,5
1824,485,88,2551,3,526,88,331,339,361,1,5
4104,473,33,3248,2,527,88,331,339,361,2,4
1635,494,88,2699,3,530,88,332,340,355,2,5
3009,436,45,1695,3,531,88,333,341,361,1,3
2440,483,88,4008,3,533,88,334,342,360,2,5
3865,479,88,3875,3,532,88,334,342,354,2,5
4184,476,88,1396,3,534,88,335,343,360,1,5
2968,457,88,4163,3,536,88,336,344,368,1,5
2294,480,88,2281,2,535,37,336,344,366,2,4
2529,488,9.9,3903,3,538,88,337,345,366,2,5
2202,487,88,2852,3,537,88,337,345,369,1,5
354,464,88,3509,3,540,88,338,346,368,2,3
37,519,88,976,2,539,88,338,346,369,2,4
1125,510,37,1406,2,541,37,339,347,361,2,4
2105,517,88,254,2,542,37,339,347,367,2,4
2551,526,88,2023,2,546,88,339,347,367,2,4
2202,487,88,4342,3,545,88,339,347,368,2,5
4333,475,88,2215,2,543,37,339,347,369,2,4
516,508,88,3211,1,544,135,339,347,368,2,1
693,484,33,769,2,547,88,341,349,366,2,4
1574,468,9.9,2658,3,548,88,341,349,359,1,5
