0,0,0,648,1,1,0,0,1,18,2
0,0,0,3187,2,2,0,0,1,21,2
3187,2,0,1505,2,3,33,1,9,29,2
3187,2,0,3125,2,5,33,2,10,20,2
3187,2,0,902,3,4,33,2,10,23,2
3187,2,0,1718,2,6,33,3,11,24,2
3187,2,0,2162,2,7,33,3,11,23,2
3187,2,0,445,2,8,33,5,13,29,2
3187,2,0,1492,3,9,33,5,13,25,2
3187,2,0,4226,3,11,33,6,14,25,1
3187,2,0,437,3,10,33,6,14,36,1
3187,2,0,2015,4,12,25,7,15,25,1
3187,2,0,3685,3,14,33,8,16,33,1
3187,2,0,3171,3,13,88,8,16,33,1
3187,2,0,337,3,15,33,9,17,37,1
3125,5,33,704,3,16,33,10,18,38,2
902,4,33,1746,3,17,33,10,18,29,1
3125,5,33,2926,3,18,33,10,18,38,1
1505,3,33,765,3,26,25,11,19,40,1
3125,5,33,29,3,24,33,11,19,32,1
2162,7,33,323,2,22,33,11,19,31,2
1505,3,33,3789,4,27,25,11,19,31,1
3125,5,33,2139,3,20,33,11,19,32,1
902,4,33,2542,2,23,33,11,19,36,2
3125,5,33,126,2,19,33,11,19,38,2
1505,3,33,689,4,25,25,11,19,35,1
3125,5,33,3886,2,21,33,11,19,38,2
902,4,33,1645,3,30,33,12,20,31,1
902,4,33,4283,2,32,33,12,20,44,2
1505,3,33,2756,3,28,88,12,20,44,1
648,1,0,856,1,34,45,12,20,34,2
1718,6,33,552,2,29,33,12,20,44,2
3187,2,0,2495,3,33,33,12,20,44,1
902,4,33,3978,3,31,33,12,20,31,1
3125,5,33,1289,2,35,33,12,20,44,2
3125,5,33,2680,2,37,33,13,21,39,2
902,4,33,2710,3,44,9.9,13,21,40,1
3125,5,33,3738,2,38,33,13,21,42,2
1505,3,33,681,3,42,33,13,21,42,1
2162,7,33,3656,3,39,33,13,21,34,1
1492,9,33,45,2,40,33,13,21,34,2
902,4,33,3674,4,43,25,13,21,38,1
3125,5,33,241,2,36,33,13,21,33,2
1492,9,33,557,2,41,33,13,21,45,2
1718,6,33,3174,2,49,33,14,22,33,1
648,1,0,3283,1,51,45,14,22,32,1
1718,6,33,3469,3,50,33,14,22,40,1
1505,3,33,884,3,48,33,14,22,32,1
3187,2,0,2772,2,53,33,14,22,38,2
437,10,33,4006,3,52,33,14,22,43,1
1505,3,33,937,1,45,88,14,22,35,2
3125,5,33,2776,2,55,33,14,22,43,2
3125,5,33,2446,3,46,33,14,22,34,1
2162,7,33,1482,2,54,33,14,22,36,2
902,4,33,1088,2,47,33,14,22,39,2
3125,5,33,4211,2,60,33,15,23,46,2
445,8,33,2012,1,58,33,15,23,41,2
445,8,33,2293,3,59,33,15,23,33,2
1492,9,33,1183,3,62,33,15,23,43,1
445,8,33,4164,2,63,33,15,23,45,2
3187,2,0,883,2,57,33,15,23,39,2
1492,9,33,906,3,61,33,15,23,34,1
445,8,33,3936,3,56,88,15,23,45,1
648,1,0,90,3,66,88,16,24,39,1
1718,6,33,529,3,68,33,16,24,38,1
3187,2,0,1215,2,67,33,16,24,35,2
3125,5,33,3426,2,69,33,16,24,43,2
2015,12,25,3243,4,65,25,16,24,36,1
3685,14,33,2569,2,70,33,16,24,48,2
2015,12,25,1078,4,64,25,16,24,41,1
902,4,33,633,2,74,33,17,25,43,2
902,4,33,3821,2,75,33,17,25,41,2
2015,12,25,1989,4,71,25,17,25,38,1
1718,6,33,2850,2,73,33,17,25,41,2
3125,5,33,2025,2,76,33,17,25,45,2
1492,9,33,3402,2,72,33,17,25,35,2
2015,12,25,4207,4,82,25,18,26,39,2
2015,12,25,1016,4,78,25,18,26,45,1
2015,12,25,582,4,77,25,18,26,39,1
704,16,33,3398,3,86,33,18,26,40,1
704,16,33,1326,2,85,33,18,26,40,2
1718,6,33,1435,2,88,33,18,26,46,2
2015,12,25,2851,4,80,25,18,26,38,1
2015,12,25,1106,4,79,25,18,26,49,1
3187,2,0,3105,2,83,33,18,26,40,2
2015,12,25,3060,4,81,25,18,26,38,1
1718,6,33,3110,2,89,33,18,26,49,2
3125,5,33,3491,2,87,33,18,26,37,2
3685,14,33,1166,2,92,135,18,26,40,2
3187,2,0,3141,2,84,33,18,26,48,2
2162,7,33,306,4,90,25,18,26,45,1
1718,6,33,4130,2,91,33,18,26,44,2
3125,5,33,3050,2,96,33,19,27,45,2
29,24,33,1898,2,101,135,19,27,41,2
323,22,33,3550,2,95,33,19,27,48,2
1505,3,33,2166,3,102,9.9,19,27,43,2
704,16,33,2263,3,94,88,19,27,51,2
445,8,33,177,2,100,33,19,27,38,2
445,8,33,2928,2,97,33,19,27,41,2
3171,13,88,923,2,99,135,19,27,51,2
2015,12,25,3486,4,93,25,19,27,51,2
29,24,33,2763,2,98,33,19,27,51,2
1505,3,33,1068,2,110,33,20,28,39,2
3886,21,33,768,2,108,33,20,28,45,2
