0,0,0,461,1,2,0,0,1,14,2
0,0,0,4090,2,1,0,0,1,22,2
4090,1,0,2260,2,3,88,5,13,33,2
4090,1,0,1297,2,4,37,7,15,37,2
4090,1,0,3750,3,5,37,10,18,32,1
4090,1,0,4019,2,6,37,14,22,41,2
4090,1,0,2575,2,8,37,19,27,47,2
2260,3,88,177,2,7,37,19,27,38,2
3750,5,37,2712,3,9,88,22,30,42,2
2260,3,88,239,2,10,37,26,34,48,2
2575,8,37,818,2,11,37,33,41,53,2
1297,4,37,1601,2,12,37,35,43,63,2
4019,6,37,3612,3,13,88,39,47,65,1
1601,12,37,4235,3,14,88,46,54,68,1
2575,8,37,992,3,15,88,46,54,65,1
3612,13,88,3513,3,16,88,47,55,68,2
3612,13,88,3712,3,17,88,47,55,78,2
4235,14,88,92,2,18,88,65,73,88,2
92,18,88,4194,3,19,88,76,84,108,1
